,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
198501,7.99,3.46,-5.43,-0.96,-3.36,0.65,16.0884,14.4286,10.6003,10.1315,8.487,16.172,13.0591,8.9758,9.9612,8.7143,13.7649,10.28,9.7521,8.8259,7.9383,12.2224,12.8652,8.4275,8.1526,6.4025,9.537,7.9573,7.6769,6.8028,4.2824
198502,1.22,0.99,-0.12,1.26,1.03,0.58,3.6669,5.0399,3.4263,2.7473,3.7328,2.7987,3.1484,2.6773,1.9129,0.9396,2.1387,0.9234,1.4533,1.6676,-0.6134,2.7195,-1.0891,2.0029,2.5273,1.1719,0.1852,2.6773,1.6665,2.5326,2.7163
198503,-0.84,-1.47,4.1,1.02,2.94,0.62,-2.6289,-2.9806,-1.5316,-1.2538,-0.2578,-4.8363,-3.5133,-0.7027,0.36,3.0903,-4.323,-1.2376,-2.0347,1.1107,3.7345,-2.7065,-2.3915,0.1037,0.9582,4.3029,-1.5582,1.0404,-0.5861,1.2452,1.5492
198504,-0.96,-0.11,3.73,1.49,0.71,0.72,-2.216,-1.7956,0.1944,0.3781,0.275,-3.2422,-1.2878,-0.3489,2.6702,0.7462,-1.2309,-1.2978,-0.3957,2.6119,1.5041,-1.2818,-3.2954,0.5168,0.797,1.0626,-1.6826,-2.4059,-1.3912,1.3393,3.0329
198505,5.09,-2.35,-0.86,1.11,-1.39,0.66,2.5198,3.9416,3.7879,2.6925,1.1057,4.0918,4.1323,3.1228,5.5959,2.9322,6.228,5.5094,3.1084,4.7972,4.1974,6.7231,5.7266,5.6414,4.4441,6.4995,5.6998,7.5155,8.8874,5.3875,4.5905
198506,1.27,0.43,0.63,1.5,-0.59,0.55,0.5881,0.538,0.804,1.3814,4.5579,0.7399,2.2989,2.4047,3.1309,3.4848,2.5562,1.852,4.3175,2.6316,3.3625,1.9859,1.7711,2.2635,3.5638,0.8992,0.6719,2.8834,1.4547,0.2995,2.3283
198507,-0.74,2.89,-1.63,-0.37,-0.31,0.62,2.4006,3.2525,2.2769,1.5607,2.3026,3.1927,3.5073,5.0743,-0.1544,0.3738,1.2257,2.6074,1.437,0.9764,1.9565,-0.4795,0.3965,1.1463,-2.1051,0.7065,0.5547,-0.3619,-1.9597,-1.5005,-2.3639
198508,-1.02,-0.31,2.28,0.33,1.88,0.55,-1.5995,-1.1817,-0.5983,0.2212,-1.1067,-2.0296,-0.9552,0.7729,0.3242,0.2396,-2.4717,-0.5898,-0.2074,-0.4482,0.2812,-1.7152,-0.3173,1.1073,-0.2656,0.2569,-1.8147,0.0228,-0.5222,0.3951,0.7948
198509,-4.54,-1.8,1.32,1.46,1.61,0.6,-8.055,-5.7923,-4.9014,-3.8918,-4.0583,-7.5437,-6.1727,-3.3011,-3.6955,-5.5082,-6.8667,-4.2804,-3.2572,-3.7994,-2.9489,-4.9829,-4.0696,-4.7743,-6.3535,-4.9012,-3.6497,-2.4481,-1.8156,-3.2714,-4.0215
198510,4.02,-1.52,0.78,0.97,-1.11,0.65,0.6764,1.7523,3.6724,3.3466,1.7603,3.8239,3.8564,4.1106,5.7105,2.8155,3.9454,4.2287,4.3877,2.4062,2.8251,5.672,5.2772,4.2489,5.5031,5.58,3.6335,4.4145,4.8369,5.883,6.3014
198511,6.48,-0.01,-2.87,0.5,-2.33,0.61,5.4692,6.5269,6.361,5.0391,4.9109,9.2899,7.1632,8.1759,7.1405,6.4363,7.7578,7.2169,5.8437,6.5562,6.5065,8.6016,6.9591,8.2871,5.4985,5.4804,10.0728,8.1687,7.6443,3.9433,4.6884
198512,3.88,-0.43,-1.53,0.94,-1.8,0.65,3.6755,5.0847,4.0372,4.0646,3.3939,5.213,4.488,5.0729,3.9406,0.3317,5.6766,4.638,2.4761,2.6619,5.4051,3.7393,4.441,2.8272,4.97,5.1781,6.8785,3.7452,4.9904,3.0815,4.3461
198601,0.65,1.02,0.53,-2.28,-2.05,0.56,3.8768,2.276,2.184,1.9957,3.018,0.9101,1.8378,1.3918,0.2179,2.6045,1.8701,2.7504,1.245,2.4976,3.0742,1.1339,0.4801,1.8553,2.721,3.5299,0.3743,1.3437,1.5619,-1.4396,1.4471
198602,7.13,-0.74,-0.94,1.21,-1.39,0.53,5.9,6.3514,6.6121,8.0385,5.3594,7.8087,7.0026,6.6793,9.5826,3.909,6.9492,9.2649,7.8577,7.0984,6.5387,7.9972,9.4212,7.0059,7.2551,7.676,7.5827,10.1226,8.6435,6.4682,7.186
198603,4.88,-0.53,-0.44,1.82,0.99,0.6,4.7556,5.64,4.9148,4.82,6.2611,3.7111,5.117,5.87,5.0637,6.3723,4.8645,7.1898,5.385,5.8698,5.6754,5.5848,5.2231,6.6132,4.0467,4.6333,5.956,7.3229,5.4373,4.8379,4.4592
198604,-1.31,2.95,-2.85,3.36,0.02,0.52,2.6278,2.2669,1.4437,0.1755,0.4781,2.1584,2.1653,0.1079,0.8633,-1.9457,2.1779,2.1749,1.0925,1.2411,-1.5394,1.9388,-0.3392,-1.783,-2.5066,-4.873,0.3246,-0.9775,-2.3218,-2.6988,-2.7394
198605,4.62,-1.24,-0.11,1.9,1.11,0.49,4.1675,3.4736,4.0846,3.8147,4.0323,3.3966,2.4332,5.2332,4.261,2.964,6.1759,4.257,5.9068,5.2178,3.1907,6.3023,3.9688,5.6523,4.4088,4.4338,5.1454,6.3138,3.5581,6.5076,5.6037
198606,1.03,-0.88,1.4,1.9,0.87,0.52,0.1795,-1.405,-0.4118,1.2539,2.3505,0.6049,0.1334,2.6078,1.6454,2.418,1.1719,-0.6889,2.0646,0.6196,2.5855,1.4638,1.0294,0.1045,3.7681,1.3992,2.1689,2.0792,1.1353,0.681,2.9899
198607,-6.45,-3.54,4.78,-0.43,0.61,0.52,-10.1357,-8.8832,-8.088,-6.0596,-8.7376,-11.4943,-9.9926,-8.7265,-4.6803,-7.0962,-9.6777,-7.9805,-8.0829,-5.9825,-5.2928,-8.7904,-7.6106,-7.1159,-3.9741,-4.4741,-7.0383,-5.9131,-4.8675,-2.6422,-2.6119
198608,6.07,-4.32,3.52,-1.63,3.24,0.46,0.3255,0.5684,2.0013,1.8882,1.7878,2.3398,4.4767,4.0182,5.7385,4.8314,4.4351,3.4786,6.0489,7.2919,8.5597,4.5091,6.543,7.1764,10.1323,9.4552,4.5085,6.5004,6.1567,10.2137,10.7879
198609,-8.6,1.97,3.19,0.01,3.62,0.45,-7.9559,-6.3951,-5.556,-4.472,-3.1446,-8.8173,-6.3912,-4.8006,-2.6634,-5.8824,-8.0533,-7.838,-4.5599,-4.793,-5.3648,-9.3691,-5.7627,-6.9377,-7.0032,-5.9124,-10.2917,-10.942,-7.784,-7.9343,-6.4592
198610,4.66,-2.34,-1.32,-0.1,0.89,0.46,1.986,2.5642,2.2511,3.026,1.152,6.3648,4.2449,3.4604,2.9532,1.5952,5.7534,2.4699,1.1712,2.0575,2.8015,5.8089,6.291,5.7583,6.0269,4.2436,4.9477,7.0332,6.3677,4.6979,6.0545
198611,1.17,-1.86,-0.06,1.18,0.61,0.39,-2.2136,0.1216,0.4782,-0.108,1.2716,0.305,0.4676,-0.5257,-2.219,-0.0555,0.0719,0.2692,-1.2238,1.4995,-0.2747,1.0774,1.4158,1.5222,-1.1264,1.1407,2.7329,1.8745,2.8369,2.4906,1.652
198612,-3.27,0.07,0.37,0.71,-0.03,0.49,-5.5632,-1.8605,-3.8171,-1.5967,-3.4507,-3.1086,-2.149,-3.3003,-3.4901,0.6178,-2.6045,-1.8722,-3.6522,-2.1298,-0.8665,-4.5317,-2.8982,-2.7364,-2.3785,-3.3046,-1.7171,-2.5108,-4.311,-2.8573,-2.9364
198701,12.47,-1.51,-3.18,0.04,-1.09,0.42,10.9764,9.8288,11.6068,9.9525,9.451,13.5973,12.3849,10.5996,10.0212,10.8506,13.83,13.423,8.8057,10.1698,9.3965,13.9008,12.4714,10.3076,11.9355,11.6114,13.3413,16.5312,11.3435,12.5469,11.9224
198702,4.39,3.39,-5.99,-0.96,-2.76,0.43,10.7381,8.4563,6.7949,7.0887,6.6102,9.7092,9.21,6.4741,5.9228,5.4887,8.9914,8.1684,5.1054,4.1837,4.2188,7.4594,6.6007,6.5537,3.4319,2.6185,8.2035,5.9703,2.855,-0.4545,-1.0734
198703,1.64,0.2,1.66,1.28,4.03,0.47,2.2347,3.2645,2.5144,3.5217,4.7261,0.5024,3.4074,1.4403,2.8751,3.5013,0.173,1.5333,1.0986,2.4836,3.4246,1.887,1.8665,1.8554,1.9251,-1.2764,1.5556,2.2655,0.4432,3.0241,4.8035
198704,-2.11,-1.56,-0.33,-0.5,1.22,0.44,-2.2329,-2.7261,-2.2497,-0.5827,-1.3042,-3.8793,-2.5716,-2.9748,-3.8047,-4.8716,-1.9879,-2.3047,-4.5482,-2.0046,-2.6315,-3.6986,-2.4364,-2.5202,-2.013,-1.5805,-1.3506,-1.1568,-2.1523,-0.7395,-0.4975
198705,0.11,-0.59,0.13,0.68,1.32,0.38,-0.1736,-1.5509,0.1819,0.5827,3.1564,-1.0417,0.079,-0.042,0.3247,0.5999,0.9579,0.0811,-0.4875,0.4378,0.3252,2.075,0.4089,-0.3367,-0.5727,0.8112,1.9066,-0.5479,-0.0449,0.7878,0.5196
198706,3.94,-2.25,1.07,1.96,0.83,0.48,-0.3311,1.9709,2.6644,1.9947,4.255,1.7338,3.1128,3.6795,3.0822,4.1808,2.0626,2.1674,5.5701,5.2618,2.5914,4.7096,3.2895,4.3049,4.0947,3.7158,4.7307,5.4204,6.1304,5.1775,5.2802
198707,3.85,-1.09,0.66,-0.25,1.56,0.46,1.8083,2.0457,2.0573,2.9199,5.341,2.2018,2.1841,3.7213,3.3258,5.7354,2.558,4.4277,3.9332,3.5173,7.6766,3.7286,4.7576,4.8159,4.3925,4.7122,6.0609,3.1895,6.2978,2.5592,3.0974
198708,3.52,-0.87,-0.9,1.89,-1.59,0.47,0.6964,2.2897,2.8401,2.4542,0.7528,2.8611,3.3174,4.081,2.7291,3.9462,3.8938,3.6023,4.3139,3.6641,0.8761,4.7906,4.1131,3.3307,3.3355,1.9998,4.8258,5.2255,3.4722,4.722,2.6312
198709,-2.59,0.39,0.28,-1.06,1.89,0.45,-2.7606,-0.3657,-1.0931,-0.4019,-1.2822,-2.1858,-2.386,-0.7048,-0.8403,-2.6031,-3.2801,-2.4359,-1.9494,-2.4048,-1.1797,-2.2261,-0.9976,-2.3747,-1.9296,0.3233,-2.172,-4.0723,0.1718,-1.931,-2.899
198710,-23.24,-8.1,4.23,1.64,2.39,0.6,-34.2172,-30.9485,-28.7651,-28.8902,-28.8692,-32.7265,-31.6577,-28.4024,-25.0364,-28.8371,-29.7258,-29.0521,-24.3376,-23.0312,-26.1193,-25.9397,-28.8291,-24.9564,-18.2592,-23.8401,-21.6389,-22.4196,-21.7091,-14.8757,-18.9918
198711,-7.77,2.83,3.14,-2.36,0.71,0.35,-8.4946,-4.8767,-4.8152,-4.6279,-3.5067,-7.3211,-4.7312,-3.7055,-3.4031,-2.8318,-6.6615,-2.6622,-2.9569,-3.1567,-3.7558,-6.4435,-5.8756,-6.4685,-4.4602,-2.0791,-9.6414,-8.489,-8.2659,-7.6092,-7.5541
198712,6.81,0.09,-4.49,3.09,-2.36,0.39,2.8805,4.8658,5.6027,4.9442,3.3177,11.9494,9.7504,7.2491,6.5007,5.0731,12.437,9.6257,6.3331,4.5524,6.8382,12.5156,10.7946,9.499,3.8807,3.7661,8.3536,7.5071,7.9403,3.2397,6.2563
198801,4.21,-0.56,5.08,-0.89,2.09,0.29,5.7595,7.5005,4.4406,4.9708,6.4425,1.8384,2.8359,4.9575,4.2245,6.9161,1.3101,3.6034,4.2858,7.6564,6.2258,0.2859,4.2854,4.4371,6.2447,6.1901,2.2766,1.6277,5.4933,8.8406,8.8001
198802,4.75,3.27,-1.65,1.85,-0.11,0.46,6.0026,7.7742,7.5623,7.3909,7.5878,8.4558,11.8415,8.87,7.8569,7.9055,8.7124,8.1402,6.9657,7.2463,6.1481,8.5312,9.393,6.2844,4.994,6.3551,4.5828,5.449,4.5571,1.7944,2.7738
198803,-2.27,6.25,0.74,-0.04,1.91,0.44,4.1689,6.0171,5.6801,5.2973,4.9783,2.3369,6.8677,3.8025,3.3351,4.5506,2.9182,1.0727,1.1492,-0.0085,0.643,-0.8753,1.1152,-0.2016,-0.0195,4.3787,-4.5885,-4.1022,-3.9113,-3.7286,-1.0014
198804,0.56,1.1,1.69,-0.13,1.9,0.46,1.0204,1.279,2.4463,1.0232,3.9163,2.1315,4.3527,2.9387,1.8584,2.4355,-0.8837,0.2362,1.7414,0.4977,1.4562,0.1984,0.6457,1.3511,-0.957,1.0498,-0.7787,1.0714,1.5367,2.3689,2.3664
198805,-0.29,-2.58,2.3,-0.68,0.38,0.51,-3.5798,-2.1261,-0.8322,-1.8318,-0.9302,-4.4951,-2.0682,-2.4043,-1.3661,-0.8763,-0.9119,-1.8652,-0.9578,1.325,0.9912,-0.7539,-0.5803,-0.7554,2.436,1.0027,0.0809,0.2867,-0.1408,2.2078,2.5992
198806,4.79,2.18,-1.07,1.43,-3.25,0.49,6.5281,6.133,6.2116,6.0288,5.0553,7.4709,11.039,8.0782,5.4336,8.5654,6.8799,7.4618,6.2759,6.024,5.9445,7.3548,6.9053,6.6067,3.9838,8.4194,4.1814,6.7807,5.2937,3.0563,3.0391
198807,-1.25,-0.17,2.27,-0.81,1.45,0.51,-0.9046,-0.3324,-0.8211,0.9633,-1.0761,-2.5496,-2.3402,-0.0447,0.5994,1.1728,-4.2725,-2.0116,-1.3986,-0.2093,-0.2848,-3.351,-3.4818,0.4009,-1.2577,0.2744,-0.8944,-1.0583,0.539,0.1284,0.9321
198808,-3.31,-0.04,2.03,-0.85,1.74,0.59,-4.1383,-2.4795,-1.0014,-1.3109,-2.0817,-3.9265,-4.016,-1.8996,-0.3962,-1.5824,-4.2937,-2.4966,-2.1133,0.102,-1.0713,-3.7916,-3.1561,-0.6348,-0.0732,1.3659,-2.7194,-5.2372,-2.3181,-1.4738,-3.1019
198809,3.3,-1.32,-0.68,1.45,-0.48,0.62,1.2628,2.8012,2.7972,1.6881,2.8199,2.6633,2.582,2.7008,2.7892,2.8839,4.0135,2.4402,2.5421,1.466,3.2485,4.63,1.177,3.6202,2.1999,4.6877,5.7012,5.3778,2.0895,4.0491,3.977
198810,1.15,-2.97,1.71,1.32,1.04,0.61,-2.843,-1.6805,-1.2655,-2.3401,-0.9745,-2.6389,-0.7326,0.3241,0.1046,-0.5844,-1.569,0.5295,1.1451,0.6809,2.6435,-1.6375,0.9453,0.5613,1.3106,2.5099,1.8443,5.5692,1.5559,2.3775,4.3417
198811,-2.29,-1.67,1.24,0.08,1.6,0.57,-4.8817,-4.8528,-3.3684,-3.3291,-4.3073,-4.2353,-3.0824,-1.9744,-3.1948,-2.124,-2.9312,-2.4626,-3.7888,-0.5448,-1.502,-1.5848,-2.5553,-3.2897,-1.7735,-0.9702,-1.8792,-1.1446,-1.9145,-0.4263,0.3438
198812,1.49,1.99,-1.55,0.77,-0.37,0.63,1.7949,4.118,3.4084,4.7432,2.6156,5.1873,4.1051,3.8151,4.9638,2.8863,4.5295,3.5176,3.4569,2.2932,2.7444,3.3518,3.0236,1.527,1.8608,-0.8133,2.6193,2.092,1.7291,0.5113,0.4246
198901,6.1,-2.23,0.51,-0.8,0.16,0.55,5.3419,5.9511,4.3277,4.3361,5.6072,3.4347,5.6076,4.631,3.7476,7.3242,4.8581,5.5094,5.1097,4.0766,5.4366,4.715,5.6183,6.0258,6.1753,8.2575,7.8312,6.8865,6.3122,6.4851,8.2568
198902,-2.25,2.67,0.87,-0.62,1.89,0.61,-1.1164,0.3842,0.959,1.1928,1.8197,1.0109,1.9204,1.3334,0.7763,1.5775,-0.0361,0.6217,0.3481,1.2246,-0.1193,-0.2416,-0.0125,-0.8414,0.1888,1.3443,-3.0862,-2.8692,-2.5265,-1.6288,-2.5818
198903,1.57,0.74,0.46,-0.04,0.79,0.67,1.3843,2.7707,4.7665,2.6029,3.0527,1.8505,2.4587,2.2433,1.6891,3.1736,2.1696,1.3035,1.5536,3.402,2.4948,-0.4015,1.5911,2.9801,0.9099,3.2149,3.0161,0.5042,3.9025,2.7756,1.1935
198904,4.33,-0.7,-1.45,0.82,-0.54,0.67,3.0357,3.2254,3.4262,2.4914,2.9297,4.5826,5.3842,4.7724,2.5853,5.7643,5.4056,4.6305,4.6293,4.1711,3.7708,6.3788,5.2935,4.028,5.3363,5.3071,6.1099,5.3139,4.666,4.4697,3.6675
198905,3.35,-0.05,-0.82,0.64,-0.04,0.79,3.0505,5.4013,1.991,4.1629,3.48,4.7967,3.3303,4.2898,3.5881,3.8017,5.6432,4.7377,3.8178,4.1671,3.9592,4.5029,2.857,3.1073,4.4758,6.1537,4.6896,3.1399,4.4956,4.3231,3.3304
198906,-1.35,-1.07,2.19,-0.09,1.52,0.71,-3.057,-1.6059,-2.1937,0.2257,0.5555,-4.9156,-1.9223,-0.2324,-0.6075,-1.6848,-3.4346,-1.4063,-1.3655,0.3212,2.1647,-2.2196,-1.3027,0.4123,1.9623,3.5461,-0.5188,-0.3922,-1.1053,-0.6698,0.7936
198907,7.2,-4.08,-2.84,2,-0.62,0.7,2.7637,4.8378,2.2315,3.1552,1.6626,5.6102,5.1556,3.0521,4.0931,3.0454,5.4475,5.0233,3.5139,4.704,3.7993,8.3793,8.5068,6.1426,6.0705,6.4757,11.5567,9.5939,6.9211,7.5292,6.6819
198908,1.44,0.44,0.72,0.08,-0.5,0.74,2.1716,-0.2501,0.8119,2.7799,1.4956,3.665,2.8031,3.0973,3.5215,2.7528,2.6722,2.9977,5.0546,3.215,1.7304,3.6307,3.8892,3.0877,3.7425,1.3576,-0.1149,2.3079,2.9481,1.9269,2.7914
198909,-0.76,0.46,-1.34,1.41,0.59,0.65,1.2381,-0.4408,-0.5147,0.6368,-0.3128,2.3227,-0.1553,0.8444,0.7375,-1.0848,1.4037,-1.2222,-1.4079,-0.1804,-1.213,0.1837,-2.8405,-3.1894,-0.9642,0.5625,1.1566,-0.8794,0.2029,0.6996,-0.3663
198910,-3.67,-3.33,-1.03,0.09,0.02,0.68,-5.1415,-5.6671,-4.8089,-4.2805,-6.7825,-4.9065,-7.1355,-4.9105,-5.6377,-7.9363,-4.1264,-5.9278,-6.2541,-5.0875,-4.845,-2.9502,-3.5582,-7.7089,-2.9547,-4.5214,0.1327,-3.5158,-2.8281,-3.1775,-0.0705
198911,1.03,-1.28,-1.12,-1.29,1.47,0.69,-0.7073,0.2104,-0.6969,-0.0204,-1.2848,0.3011,1.6853,0.6492,1.5011,-0.9031,1.6707,1.6951,0.0067,0.7765,2.2203,2.0809,2.2321,0.5085,0.4173,0.8639,1.97,2.3745,2.6647,1.2953,1.0566
198912,1.16,-2.28,0.28,-0.25,1.45,0.61,-0.7791,-0.8467,-1.0353,-0.8298,-1.6469,1.3306,-0.2987,0.6709,0.9123,0.3398,-0.0568,0.6658,-1.3587,1.7209,-0.5985,2.6767,2.0993,1.3727,1.5198,2.2728,0.6883,0.9755,4.495,4.941,1.0541
199001,-7.85,-1.33,0.87,-1.12,1.32,0.57,-8.2885,-7.4638,-4.744,-6.9451,-6.0664,-9.604,-9.3418,-7.4129,-7.959,-9.1627,-9.5228,-8.9483,-7.47,-7.2175,-7.6632,-6.9756,-5.9222,-7.7701,-9.051,-9.923,-7.6055,-5.7797,-7.0677,-7.2541,-5.7852
199002,1.11,1.17,0.61,-0.18,-0.64,0.57,2.0153,2.082,1.0824,3.4585,1.5483,3.3986,3.6722,2.9947,3.5578,2.3887,3.2363,3.3853,1.97,1.3601,2.8584,1.6568,1.398,1.5451,1.5675,3.5032,-0.1106,1.8414,2.4739,1.3788,2.0042
199003,1.83,1.63,-2.9,2.18,-1.02,0.64,4.4161,2.6632,2.4015,3.725,1.409,4.9099,4.4672,4.8162,3.09,1.5915,5.4115,2.6619,2.7619,1.4389,-0.5049,3.8629,3.8337,1.8306,2.1313,-0.3506,3.9453,3.8505,0.172,0.6526,1.0406
199004,-3.36,-0.43,-2.55,1.83,-0.98,0.69,-2.545,-2.3896,-1.7116,-2.4792,-3.5308,-4.0605,-3.5691,-2.0179,-2.8983,-5.6681,-2.4559,-2.0333,-3.3674,-5.6609,-5.652,-2.9129,-4.1027,-6.2997,-5.2386,-6.0345,0.4673,-1.3318,-3.8571,-4.1127,-4.2175
199005,8.42,-2.42,-3.74,1.7,-1.57,0.68,8.07,6.3851,5.8633,4.2882,3.4232,10.7352,8.482,5.7996,5.3602,3.7215,9.2338,8.7457,7.0954,5.0096,6.4924,10.9271,8.5757,10.3263,7.2605,8.3215,11.5903,10.9442,7.5458,6.3937,7.8755
199006,-1.09,1.37,-1.94,-1.09,-0.34,0.63,1.1288,2.6731,2.3276,0.4719,-0.2038,0.1406,0.9244,-1.1175,0.0879,-0.6442,2.0828,0.6162,-0.3001,-1.9422,-0.1849,0.3219,-1.8605,-1.946,-1.8839,0.0332,3.4122,-2.1308,-2.3393,-3.4491,-0.2183
199007,-1.9,-3.24,-0.01,-0.36,3.1,0.68,-4.6508,-5.0622,-3.0585,-3.1423,-4.5988,-5.2592,-4.4346,-4.4513,-2.3063,-4.1943,-4.4528,-1.6283,-3.4158,-4.7102,-4.7772,-2.0782,-1.7982,-3.4776,-2.3534,-2.0197,-0.9556,-1.2344,2.2236,-1.2977,-2.0321
199008,-10.15,-3.86,1.58,-0.46,2.99,0.66,-16.622,-14.3677,-12.3506,-11.1238,-12.4072,-14.5808,-13.6566,-12.3418,-10.6755,-11.3958,-13.9294,-13.5252,-11.0876,-8.8579,-10.0935,-9.821,-11.5663,-10.6055,-9.1332,-10.0018,-8.5609,-10.2209,-6.5784,-9.4691,-10.5847
199009,-6.12,-3.75,0.73,-0.07,3.71,0.6,-10.6032,-9.373,-7.8129,-7.0386,-8.8079,-10.1674,-9.6871,-8.5197,-6.8305,-7.8354,-9.391,-6.9137,-6.5433,-8.0441,-8.3556,-5.7786,-6.471,-9.8635,-6.9381,-7.0147,-5.1428,-5.2389,-1.4312,-6.6207,-7.4122
199010,-1.92,-5.08,0.22,2.81,-0.49,0.68,-6.4065,-6.0789,-6.686,-5.5209,-7.2574,-6.3151,-5.4881,-4.2424,-4.3741,-7.5916,-4.7424,-4.9791,-4.0593,-3.0691,-4.4455,-0.9067,-3.2338,-7.5063,-1.8734,-1.2626,1.6105,-1.8344,-0.9367,0.7491,0.9417
199011,6.35,-0.03,-3.16,0.82,-4.75,0.57,3.6555,4.7966,4.54,2.4335,1.1825,12.0346,5.8761,7.0095,6.9214,4.2328,11.059,9.5954,7.4203,7.5601,7.6345,9.1952,8.0317,11.1435,9.0918,6.0376,6.4344,7.7236,5.8334,6.1279,4.3463
199012,2.46,0.62,-1.54,3.39,-2,0.6,0.2449,-0.2692,0.5416,2.1365,0.0925,4.3296,5.3567,4.28,4.1908,4.6145,6.635,4.1288,3.8279,3.6714,2.8925,4.0787,4.1129,4.5007,4.1902,3.6116,3.2416,3.7837,1.5957,2.199,0.8058
199101,4.69,3.88,-1.84,1.78,-4.08,0.52,7.8223,7.1538,10.4057,8.8312,11.0791,10.2132,6.8405,7.2706,6.5603,8.6245,9.4254,8.7079,6.6103,8.0394,3.577,8.4626,3.9209,8.5686,4.1444,5.325,5.1725,6.1071,1.7239,5.9153,3.9606
199102,7.19,3.91,-0.54,-0.08,-0.16,0.48,14.2041,12.3241,13.1748,12.2229,12.1398,12.0247,10.3638,10.0298,7.9333,13.9111,9.3837,11.372,7.9282,8.6415,8.5418,8.5497,9.2187,8.939,7.8528,5.9178,8.0999,6.9669,5.1859,6.1818,7.9574
199103,2.65,3.84,-1.23,-0.13,-0.99,0.44,10.298,8.5859,7.8461,6.2769,7.8357,7.7054,5.1402,5.4555,6.5424,6.5984,7.5886,2.5757,2.1221,4.8731,5.9789,4.7145,3.972,3.3111,3.9378,3.0043,4.526,1.8665,0.2077,1.7059,1.1927
199104,-0.28,0.31,1.42,0.38,0.71,0.53,1.1185,0.8283,1.2291,0.4937,0.5658,-1.4844,0.9245,0.884,1.5193,1.4536,-2.6749,-0.868,2.9795,2.2914,1.704,-0.7012,0.1363,3.9881,1.795,-0.3303,0.0293,0.029,-0.0269,1.3186,-0.1641
199105,3.65,0.18,-0.57,2.08,-2.45,0.47,2.3467,4.2454,4.5545,3.2271,3.1238,5.5089,2.9199,5.5413,3.5883,3.6429,3.5886,6.7428,4.8263,4.4724,0.1968,6.6351,2.7486,6.1145,4.2865,5.5082,3.9603,5.13,1.6747,3.9729,6.9031
199106,-4.94,0.15,1.21,1.37,0.63,0.42,-7.1725,-3.9177,-3.9179,-4,-3.7709,-5.1118,-5.233,-3.209,-2.9169,-5.6748,-4.8119,-4.3869,-3.4646,-2.094,-4.9899,-5.2945,-4.4246,-5.7425,-3.2577,-3.4701,-4.324,-5.6952,-3.7008,-4.8476,-3.9635
199107,4.24,-0.99,-1.25,1.36,-1.41,0.49,2.5664,4.1289,2.25,3.385,2.5087,4.3011,3.4456,3.3898,3.7657,2.3987,6.0017,4.2385,4.117,3.1515,6.7146,5.9625,3.643,2.453,4.9915,7.1372,6.3917,3.0237,4.8214,4.9334,-0.9497
199108,2.32,1.43,-0.78,0.79,-0.55,0.46,3.8425,4.2288,2.9693,1.4025,2.7408,4.0659,3.5961,3.5237,3.6079,2.9985,5.3903,4.0953,2.5818,4.0533,5.9996,1.5287,2.7035,2.8043,3.21,3.1384,4.3454,0.5579,2.8066,1.3635,1.5774
199109,-1.59,1.54,-1,-2.1,0.16,0.46,4.2845,2.4771,0.4682,-0.1857,-1.223,0.531,0.7363,2.0329,0.9539,-1.981,-0.0604,-0.4673,-0.7212,0.4704,-3.103,-0.4586,-1.6554,-0.6487,0.0377,-1.0699,-2.1264,-1.1668,-0.9789,-0.0177,-2.9432
199110,1.29,0.91,-0.43,-1.95,-0.29,0.42,7.082,4.1088,1.5712,3.8307,1.4073,2.4491,1.286,3.1392,0.6916,1.4143,2.8564,1.2632,1.2798,2.7813,3.873,2.5275,0.3975,1.4521,2.759,3.4508,1.4122,0.9577,1.9997,2.878,1.2661
199111,-4.19,-0.92,-1.93,1.12,0.12,0.39,-1.7851,-3.7404,-4.5182,-2.9093,-2.936,-5.0212,-5.203,-2.8223,-5.2317,-6.4901,-3.3319,-4.5977,-4.0358,-4.7066,-5.9071,-2.3625,-4.9052,-3.639,-3.1006,-6.2634,-1.2297,-5.4745,-5.5105,-3.543,-9.2917
199112,10.84,-2.41,-4.03,3.76,-3.12,0.38,6.271,4.1464,5.5899,4.1342,4.878,11.3131,7.0634,5.5856,5.9814,8.0576,14.4209,10.8601,7.2154,9.889,11.2915,13.2813,9.042,9.4561,8.6562,11.0081,15.3559,8.8815,8.2931,6.8083,14.3233
199201,-0.59,9.23,4.51,-1.14,3.15,0.34,14.5054,16.1589,8.4463,14.1018,16.3805,8.3206,4.6507,6.2721,7.4623,9.844,1.5358,4.3987,5.0535,5.7067,9.2987,-0.0525,2.2822,1.1075,0.5668,6.2949,-3.1827,-2.0947,-2.5034,0.2387,6.4339
199202,1.09,1.37,6.37,0.18,2.04,0.28,-0.0753,5.5225,2.8896,5.0194,9.8871,0.4069,2.7803,1.6473,4.6575,5.9602,0.2342,2.0589,3.8797,2.843,8.3406,-0.4966,3.0072,2.7279,2.2391,4.9001,0.1827,-0.4363,1.9241,4.2442,10.8584
